pmid	old_title	new_title	old_doi	new_doi
31462106	Interactive alkaptonuria database: investigating clinical data to improve patient care in a rare disease.	Interactive alkaptonuria database: investigating clinical data to improve patient care in a rare disease.	10.1096/fj.201901529r	10.1096/fj.201901529r
34603483	Identification of Novel COVID-19 Biomarkers by Multiple Feature Selection Strategies.	Identification of Novel COVID-19 Biomarkers by Multiple Feature Selection Strategies.	10.1155/2021/2203636	10.1155/2021/2203636
31161221	Temporal Stability and Prognostic Biomarker Potential of the Prostate Cancer Urine miRNA Transcriptome.	Temporal Stability and Prognostic Biomarker Potential of the Prostate Cancer Urine miRNA Transcriptome.	10.1093/jnci/djz112	10.1093/jnci/djz112
19667082	PineSAP--sequence alignment and SNP identification pipeline.	PineSAP--sequence alignment and SNP identification pipeline.	10.1093/bioinformatics/btp477	10.1093/bioinformatics/btp477
31148311	Machine learning identifies unaffected first-degree relatives with functional network patterns and cognitive impairment similar to those of schizophrenia patients.	Machine learning identifies unaffected first-degree relatives with functional network patterns and cognitive impairment similar to those of schizophrenia patients.	10.1002/hbm.24678	10.1002/hbm.24678
31479437	Benchmarking network propagation methods for disease gene identification.	Benchmarking network propagation methods for disease gene identification.	10.1371/journal.pcbi.1007276	10.1371/journal.pcbi.1007276
31058230	Intermittent Hypoxia and Hypercapnia Reproducibly Change the Gut Microbiome and Metabolome across Rodent Model Systems.	Intermittent Hypoxia and Hypercapnia Reproducibly Change the Gut Microbiome and Metabolome across Rodent Model Systems.	10.1128/msystems.00058-19	10.1128/msystems.00058-19
34070374	Identification of Circulating Diagnostic Biomarkers for Coronary Microvascular Disease in Postmenopausal Women Using Machine-Learning Techniques.	Identification of Circulating Diagnostic Biomarkers for Coronary Microvascular Disease in Postmenopausal Women Using Machine-Learning Techniques.	10.3390/metabo11060339	10.3390/metabo11060339
19091017	Semi-automatic conversion of BioProp semantic annotation to PASBio annotation.	Semi-automatic conversion of BioProp semantic annotation to PASBio annotation.	10.1186/1471-2105-9-s12-s18	10.1186/1471-2105-9-s12-s18
19994907	Selective inhibition of DNA replicase assembly by a non-natural nucleotide: exploiting the structural diversity of ATP-binding sites.	Selective inhibition of DNA replicase assembly by a non-natural nucleotide: exploiting the structural diversity of ATP-binding sites.	10.1021/cb900218c	10.1021/cb900218c
18221567	Gene function prediction using labeled and unlabeled data.	Gene function prediction using labeled and unlabeled data.	10.1186/1471-2105-9-57	10.1186/1471-2105-9-57
22558141	Linking the epigenome to the genome: correlation of different features to DNA methylation of CpG islands.	Linking the epigenome to the genome: correlation of different features to DNA methylation of CpG islands.	10.1371/journal.pone.0035327	10.1371/journal.pone.0035327
29036374	Gating mass cytometry data by deep learning.	Gating mass cytometry data by deep learning.	10.1093/bioinformatics/btx448	10.1093/bioinformatics/btx448
32298292	Development of a prediction model for hypotension after induction of anesthesia using machine learning.	Development of a prediction model for hypotension after induction of anesthesia using machine learning.	10.1371/journal.pone.0231172	10.1371/journal.pone.0231172
30819107	MaGIC: a machine learning tool set and web application for monoallelic gene inference from chromatin.	MaGIC: a machine learning tool set and web application for monoallelic gene inference from chromatin.	10.1186/s12859-019-2679-7	10.1186/s12859-019-2679-7
25849257	Machine learning assisted design of highly active peptides for drug discovery.	Machine learning assisted design of highly active peptides for drug discovery.	10.1371/journal.pcbi.1004074	10.1371/journal.pcbi.1004074
30615300	Profiling of Gene Expression Biomarkers as a Classifier of Methotrexate Nonresponse in Patients With Rheumatoid Arthritis.	Profiling of Gene Expression Biomarkers as a Classifier of Methotrexate Nonresponse in Patients With Rheumatoid Arthritis.	10.1002/art.40810	10.1002/art.40810
33464298	Image-based pooled whole-genome CRISPRi screening for subcellular phenotypes.	Image-based pooled whole-genome CRISPRi screening for subcellular phenotypes.	10.1083/jcb.202006180	10.1083/jcb.202006180
33349236	Analysis of heterogeneous genomic samples using image normalization and machine learning.	Analysis of heterogeneous genomic samples using image normalization and machine learning.	10.1186/s12864-020-6661-6	10.1186/s12864-020-6661-6
34258160	A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.	A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.	10.1002/advs.202100104	10.1002/advs.202100104
33953534	Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.	Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.	10.1177/11769351211009229	10.1177/11769351211009229
32220894	RNA-GPS predicts high-resolution RNA subcellular localization and highlights the role of splicing.	RNA-GPS predicts high-resolution RNA subcellular localization and highlights the role of splicing.	10.1261/rna.074161.119	10.1261/rna.074161.119
24977146	enDNA-Prot: identification of DNA-binding proteins by applying ensemble learning.	enDNA-Prot: identification of DNA-binding proteins by applying ensemble learning.	10.1155/2014/294279	10.1155/2014/294279
27592011	A D3R prospective evaluation of machine learning for protein-ligand scoring.	A D3R prospective evaluation of machine learning for protein-ligand scoring.	10.1007/s10822-016-9960-x	10.1007/s10822-016-9960-x
31362694	IRESpy: an XGBoost model for prediction of internal ribosome entry sites.	IRESpy: an XGBoost model for prediction of internal ribosome entry sites.	10.1186/s12859-019-2999-7	10.1186/s12859-019-2999-7
33946997	Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.	Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.	10.3390/molecules26092609	10.3390/molecules26092609
32681213	Using neuronal extracellular vesicles and machine learning to predict cognitive deficits in HIV.	Using neuronal extracellular vesicles and machine learning to predict cognitive deficits in HIV.	10.1007/s13365-020-00877-6	10.1007/s13365-020-00877-6
26834994	Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.	Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.	10.12688/f1000research.7217.3	10.12688/f1000research.7217.3
17374164	Predicting protein function by machine learning on amino acid sequences--a critical evaluation.	Predicting protein function by machine learning on amino acid sequences--a critical evaluation.	10.1186/1471-2164-8-78	10.1186/1471-2164-8-78
28747397	Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.	Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.	10.1098/rsif.2017.0203	10.1098/rsif.2017.0203
30857591	Learning protein constitutive motifs from sequence data.	Learning protein constitutive motifs from sequence data.	10.7554/elife.39397	10.7554/elife.39397
31856830	Identification of lung cancer gene markers through kernel maximum mean discrepancy and information entropy.	Identification of lung cancer gene markers through kernel maximum mean discrepancy and information entropy.	10.1186/s12920-019-0630-4	10.1186/s12920-019-0630-4
32300371	HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.	HMMPred: Accurate Prediction of DNA-Binding Proteins Based on HMM Profiles and XGBoost Feature Selection.	10.1155/2020/1384749	10.1155/2020/1384749
34099697	A deep learning approach to identify gene targets of a therapeutic for human splicing disorders.	A deep learning approach to identify gene targets of a therapeutic for human splicing disorders.	10.1038/s41467-021-23663-2	10.1038/s41467-021-23663-2
33133228	A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.	A Method for Identifying Vesicle Transport Proteins Based on LibSVM and MRMD.	10.1155/2020/8926750	10.1155/2020/8926750
29849042	Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.	Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.	10.1038/s41467-018-04552-7	10.1038/s41467-018-04552-7
25646976	Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.	Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.	10.1371/journal.pcbi.1004067	10.1371/journal.pcbi.1004067
33828982	Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.	Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.	10.3389/fonc.2021.629321	10.3389/fonc.2021.629321
32218835	Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.	Gene expression profiling identified TP53<sup>Mut</sup>PIK3CA<sup>Wild</sup> as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors.	10.3892/ol.2020.11381	10.3892/ol.2020.11381
33324147	Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.	Functional Connectivity Combined With a Machine Learning Algorithm Can Classify High-Risk First-Degree Relatives of Patients With Schizophrenia and Identify Correlates of Cognitive Impairments.	10.3389/fnins.2020.577568	10.3389/fnins.2020.577568
25783485	Performance of case-control rare copy number variation annotation in classification of autism.	Performance of case-control rare copy number variation annotation in classification of autism.	10.1186/1755-8794-8-s1-s7	10.1186/1755-8794-8-s1-s7
19154573	Identification of novel DNA repair proteins via primary sequence, secondary structure, and homology.	Identification of novel DNA repair proteins via primary sequence, secondary structure, and homology.	10.1186/1471-2105-10-25	10.1186/1471-2105-10-25
33510068	Predictive models for mild cognitive impairment to Alzheimer's disease conversion.	Predictive models for mild cognitive impairment to Alzheimer's disease conversion.	10.4103/1673-5374.306071	10.4103/1673-5374.306071
27832081	Machine Learning for Characterization of Insect Vector Feeding.	Machine Learning for Characterization of Insect Vector Feeding.	10.1371/journal.pcbi.1005158	10.1371/journal.pcbi.1005158
33810341	The Budapest Amyloid Predictor and Its Applications.	The Budapest Amyloid Predictor and Its Applications.	10.3390/biom11040500	10.3390/biom11040500
34388102	COVID-19 Screening in Chest X-Ray Images Using Lung Region Priors.	COVID-19 Screening in Chest X-Ray Images Using Lung Region Priors.	10.1109/jbhi.2021.3104629	10.1109/jbhi.2021.3104629
33329703	Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.	Identifying 8-mRNAsi Based Signature for Predicting Survival in Patients With Head and Neck Squamous Cell Carcinoma via Machine Learning.	10.3389/fgene.2020.566159	10.3389/fgene.2020.566159
28065610	Neural Circuit Inference from Function to Structure.	Neural Circuit Inference from Function to Structure.	10.1016/j.cub.2016.11.040	10.1016/j.cub.2016.11.040
22913485	NetiNeti: discovery of scientific names from text using machine learning methods.	NetiNeti: discovery of scientific names from text using machine learning methods.	10.1186/1471-2105-13-211	10.1186/1471-2105-13-211
33240258	Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.	Circulating Neutrophil Extracellular Traps Signature for Identifying Organ Involvement and Response to Glucocorticoid in Adult-Onset Still's Disease: A Machine Learning Study.	10.3389/fimmu.2020.563335	10.3389/fimmu.2020.563335
33126851	m5CPred-SVM: a novel method for predicting m5C sites of RNA.	m5CPred-SVM: a novel method for predicting m5C sites of RNA.	10.1186/s12859-020-03828-4	10.1186/s12859-020-03828-4
28600868	DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.	DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.	10.1002/humu.23272	10.1002/humu.23272
30295871	Multi-omic and multi-view clustering algorithms: review and cancer benchmark.	Multi-omic and multi-view clustering algorithms: review and cancer benchmark.	10.1093/nar/gky889	10.1093/nar/gky889
26495028	KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.	KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.	10.1155/2015/141363	10.1155/2015/141363
34168145	Bioactivity descriptors for uncharacterized chemical compounds.	Bioactivity descriptors for uncharacterized chemical compounds.	10.1038/s41467-021-24150-4	10.1038/s41467-021-24150-4
20122221	Computational prediction of type III secreted proteins from gram-negative bacteria.	Computational prediction of type III secreted proteins from gram-negative bacteria.	10.1186/1471-2105-11-s1-s47	10.1186/1471-2105-11-s1-s47
34372798	Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.	Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.	10.1186/s12885-021-08647-1	10.1186/s12885-021-08647-1
28624633	From flamingo dance to (desirable) drug discovery: a nature-inspired approach.	From flamingo dance to (desirable) drug discovery: a nature-inspired approach.	10.1016/j.drudis.2017.05.008	10.1016/j.drudis.2017.05.008
28678787	Classification and analysis of a large collection of in vivo bioassay descriptions.	Classification and analysis of a large collection of in vivo bioassay descriptions.	10.1371/journal.pcbi.1005641	10.1371/journal.pcbi.1005641
29263361	Supervised learning in spiking neural networks with FORCE training.	Supervised learning in spiking neural networks with FORCE training.	10.1038/s41467-017-01827-3	10.1038/s41467-017-01827-3
30046299	An Extreme Learning Machine Based on Artificial Immune System.	An Extreme Learning Machine Based on Artificial Immune System.	10.1155/2018/3635845	10.1155/2018/3635845
32826857	Machine learning for effectively avoiding overfitting is a crucial strategy for the genetic prediction of polygenic psychiatric phenotypes.	Machine learning for effectively avoiding overfitting is a crucial strategy for the genetic prediction of polygenic psychiatric phenotypes.	10.1038/s41398-020-00957-5	10.1038/s41398-020-00957-5
27362985	Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.	Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.	10.1109/tcbb.2016.2586042	10.1109/tcbb.2016.2586042
29790392	Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.	Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.	10.1152/ajprenal.00104.2018	10.1152/ajprenal.00104.2018
31871774	Integrative analysis of DNA methylation and gene expression identified cervical cancer-specific diagnostic biomarkers.	Integrative analysis of DNA methylation and gene expression identified cervical cancer-specific diagnostic biomarkers.	10.1038/s41392-019-0081-6	10.1038/s41392-019-0081-6
25878156	Classification of pallidal oscillations with increasing parkinsonian severity.	Classification of pallidal oscillations with increasing parkinsonian severity.	10.1152/jn.00840.2014	10.1152/jn.00840.2014
32933477	Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.	Seagull: lasso, group lasso and sparse-group lasso regularization for linear regression models via proximal gradient descent.	10.1186/s12859-020-03725-w	10.1186/s12859-020-03725-w
25175491	A three-gene panel that distinguishes benign from malignant thyroid nodules.	A three-gene panel that distinguishes benign from malignant thyroid nodules.	10.1002/ijc.29172	10.1002/ijc.29172
28696170	Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.	Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.	10.1094/phyto-04-17-0162-r	10.1094/phyto-04-17-0162-r
34229736	Machine learning model for identifying important clinical features for predicting remission in patients with rheumatoid arthritis treated with biologics.	Machine learning model for identifying important clinical features for predicting remission in patients with rheumatoid arthritis treated with biologics.	10.1186/s13075-021-02567-y	10.1186/s13075-021-02567-y
30794638	Machine learning models for early sepsis recognition in the neonatal intensive care unit using readily available electronic health record data.	Machine learning models for early sepsis recognition in the neonatal intensive care unit using readily available electronic health record data.	10.1371/journal.pone.0212665	10.1371/journal.pone.0212665
27491922	A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.	A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.	10.1002/minf.201500108	10.1002/minf.201500108
29720103	Prediction of plant lncRNA by ensemble machine learning classifiers.	Prediction of plant lncRNA by ensemble machine learning classifiers.	10.1186/s12864-018-4665-2	10.1186/s12864-018-4665-2
32344344	Novel scaffold of natural compound eliciting sweet taste revealed by machine learning.	Novel scaffold of natural compound eliciting sweet taste revealed by machine learning.	10.1016/j.foodchem.2020.126864	10.1016/j.foodchem.2020.126864
31137222	Identification of hormone binding proteins based on machine learning methods.	Identification of hormone binding proteins based on machine learning methods.	10.3934/mbe.2019123	10.3934/mbe.2019123
30388122	LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.	LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.	10.1371/journal.pone.0204371	10.1371/journal.pone.0204371
24675637	An integrated model of multiple-condition ChIP-Seq data reveals predeterminants of Cdx2 binding.	An integrated model of multiple-condition ChIP-Seq data reveals predeterminants of Cdx2 binding.	10.1371/journal.pcbi.1003501	10.1371/journal.pcbi.1003501
34093642	Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.	Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.	10.3389/fgene.2021.636441	10.3389/fgene.2021.636441
30388153	Predicting bacterial growth conditions from mRNA and protein abundances.	Predicting bacterial growth conditions from mRNA and protein abundances.	10.1371/journal.pone.0206634	10.1371/journal.pone.0206634
33953201	CopulaNet: Learning residue co-evolution directly from multiple sequence alignment for protein structure prediction.	CopulaNet: Learning residue co-evolution directly from multiple sequence alignment for protein structure prediction.	10.1038/s41467-021-22869-8	10.1038/s41467-021-22869-8
26068103	A Ranking Approach to Genomic Selection.	A Ranking Approach to Genomic Selection.	10.1371/journal.pone.0128570	10.1371/journal.pone.0128570
30891794	Combining handcrafted features with latent variables in machine learning for prediction of radiation-induced lung damage.	Combining handcrafted features with latent variables in machine learning for prediction of radiation-induced lung damage.	10.1002/mp.13497	10.1002/mp.13497
34573923	Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.	Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.	10.3390/diagnostics11091582	10.3390/diagnostics11091582
26957000	OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.	OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.	10.1080/07391102.2016.1163294	10.1080/07391102.2016.1163294
33126877	A new efficient method to detect genetic interactions for lung cancer GWAS.	A new efficient method to detect genetic interactions for lung cancer GWAS.	10.1186/s12920-020-00807-9	10.1186/s12920-020-00807-9
30933970	Adaptive multi-view multi-label learning for identifying disease-associated candidate miRNAs.	Adaptive multi-view multi-label learning for identifying disease-associated candidate miRNAs.	10.1371/journal.pcbi.1006931	10.1371/journal.pcbi.1006931
27488918	Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.	Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.	10.1124/jpet.116.232660	10.1124/jpet.116.232660
22408447	Using support vector machine and evolutionary profiles to predict antifreeze protein sequences.	Using support vector machine and evolutionary profiles to predict antifreeze protein sequences.	10.3390/ijms13022196	10.3390/ijms13022196
31466478	EpiSmokEr: a robust classifier to determine smoking status from DNA methylation data.	EpiSmokEr: a robust classifier to determine smoking status from DNA methylation data.	10.2217/epi-2019-0206	10.2217/epi-2019-0206
31534955	Predicting Drug-Disease Associations via Using Gaussian Interaction Profile and Kernel-Based Autoencoder.	Predicting Drug-Disease Associations via Using Gaussian Interaction Profile and Kernel-Based Autoencoder.	10.1155/2019/2426958	10.1155/2019/2426958
16524483	Machine learning approaches to supporting the identification of photoreceptor-enriched genes based on expression data.	Machine learning approaches to supporting the identification of photoreceptor-enriched genes based on expression data.	10.1186/1471-2105-7-116	10.1186/1471-2105-7-116
31132080	Aneugen Molecular Mechanism Assay: Proof-of-Concept With 27 Reference Chemicals.	Aneugen Molecular Mechanism Assay: Proof-of-Concept With 27 Reference Chemicals.	10.1093/toxsci/kfz123	10.1093/toxsci/kfz123
27127534	The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.	The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.	10.1155/2016/4809831	10.1155/2016/4809831
34112769	A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.	A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.	10.1038/s41467-021-23472-7	10.1038/s41467-021-23472-7
31404081	A modeling and machine learning approach to ECG feature engineering for the detection of ischemia using pseudo-ECG.	A modeling and machine learning approach to ECG feature engineering for the detection of ischemia using pseudo-ECG.	10.1371/journal.pone.0220294	10.1371/journal.pone.0220294
32915751	Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.	Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification.	10.1109/jbhi.2020.3023246	10.1109/jbhi.2020.3023246
30853547	Unsupervised classification of multi-omics data during cardiac remodeling using deep learning.	Unsupervised classification of multi-omics data during cardiac remodeling using deep learning.	10.1016/j.ymeth.2019.03.004	10.1016/j.ymeth.2019.03.004
33328863	Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.	Multiplex Networks to Characterize Seizure Development in Traumatic Brain Injury Patients.	10.3389/fnins.2020.591662	10.3389/fnins.2020.591662
26422234	PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.	PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.	10.1371/journal.pone.0139571	10.1371/journal.pone.0139571
28807860	Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.	Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.	10.1016/j.jneumeth.2017.08.010	10.1016/j.jneumeth.2017.08.010
27191382	Deep biomarkers of human aging: Application of deep neural networks to biomarker development.	Deep biomarkers of human aging: Application of deep neural networks to biomarker development.	10.18632/aging.100968	10.18632/aging.100968
32991297	Identification of lncRNA Signature Associated With Pan-Cancer Prognosis.	Identification of lncRNA Signature Associated With Pan-Cancer Prognosis.	10.1109/jbhi.2020.3027680	10.1109/jbhi.2020.3027680
31407406	Ensembling multiple raw coevolutionary features with deep residual neural networks for contact-map prediction in CASP13.	Ensembling multiple raw coevolutionary features with deep residual neural networks for contact-map prediction in CASP13.	10.1002/prot.25798	10.1002/prot.25798
30483279	Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.	Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.	10.3389/fpls.2018.01559	10.3389/fpls.2018.01559
23102953	The gradient boosting algorithm and random boosting for genome-assisted evaluation in large data sets.	The gradient boosting algorithm and random boosting for genome-assisted evaluation in large data sets.	10.3168/jds.2012-5630	10.3168/jds.2012-5630
27855170	Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.	Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.	10.1371/journal.pone.0164649	10.1371/journal.pone.0164649
30448611	Brain age from the electroencephalogram of sleep.	Brain age from the electroencephalogram of sleep.	10.1016/j.neurobiolaging.2018.10.016	10.1016/j.neurobiolaging.2018.10.016
30008861	Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.	Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.	10.3892/ol.2018.8860	10.3892/ol.2018.8860
31308377	Patient-specific cancer genes contribute to recurrently perturbed pathways and establish therapeutic vulnerabilities in esophageal adenocarcinoma.	Patient-specific cancer genes contribute to recurrently perturbed pathways and establish therapeutic vulnerabilities in esophageal adenocarcinoma.	10.1038/s41467-019-10898-3	10.1038/s41467-019-10898-3
30769139	Identifying mutation positions in all segments of influenza genome enables better differentiation between pandemic and seasonal strains.	Identifying mutation positions in all segments of influenza genome enables better differentiation between pandemic and seasonal strains.	10.1016/j.gene.2019.01.014	10.1016/j.gene.2019.01.014
32878308	Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.	Targeted Metabolic Profiling of Urine Highlights a Potential Biomarker Panel for the Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment: A Pilot Study.	10.3390/metabo10090357	10.3390/metabo10090357
33535965	Authoritative subspecies diagnosis tool for European honey bees based on ancestry informative SNPs.	Authoritative subspecies diagnosis tool for European honey bees based on ancestry informative SNPs.	10.1186/s12864-021-07379-7	10.1186/s12864-021-07379-7
34419924	Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.	Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.	10.1016/j.ebiom.2021.103546	10.1016/j.ebiom.2021.103546
33679869	Construction and Comprehensive Analyses of a METTL5-Associated Prognostic Signature With Immune Implication in Lung Adenocarcinomas.	Construction and Comprehensive Analyses of a METTL5-Associated Prognostic Signature With Immune Implication in Lung Adenocarcinomas.	10.3389/fgene.2020.617174	10.3389/fgene.2020.617174
29133589	Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.	Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.	10.1158/1541-7786.mcr-17-0378	10.1158/1541-7786.mcr-17-0378
30950198	A directed learning strategy integrating multiple omic data improves genomic prediction.	A directed learning strategy integrating multiple omic data improves genomic prediction.	10.1111/pbi.13117	10.1111/pbi.13117
30970017	Estimation of the breadth of CD4bs targeting HIV antibodies by molecular modeling and machine learning.	Estimation of the breadth of CD4bs targeting HIV antibodies by molecular modeling and machine learning.	10.1371/journal.pcbi.1006954	10.1371/journal.pcbi.1006954
31874628	scReClassify: post hoc cell type classification of single-cell rNA-seq data.	scReClassify: post hoc cell type classification of single-cell rNA-seq data.	10.1186/s12864-019-6305-x	10.1186/s12864-019-6305-x
30590545	Supervised machine learning for the prediction of infection on admission to hospital: a prospective observational cohort study.	Supervised machine learning for the prediction of infection on admission to hospital: a prospective observational cohort study.	10.1093/jac/dky514	10.1093/jac/dky514
32324731	BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.	BioConceptVec: Creating and evaluating literature-based biomedical concept embeddings on a large scale.	10.1371/journal.pcbi.1007617	10.1371/journal.pcbi.1007617
34297718	Machine learning reveals mesenchymal breast carcinoma cell adaptation in response to matrix stiffness.	Machine learning reveals mesenchymal breast carcinoma cell adaptation in response to matrix stiffness.	10.1371/journal.pcbi.1009193	10.1371/journal.pcbi.1009193
32286325	Computational analysis of pathological images enables a better diagnosis of TFE3 Xp11.2 translocation renal cell carcinoma.	Computational analysis of pathological images enables a better diagnosis of TFE3 Xp11.2 translocation renal cell carcinoma.	10.1038/s41467-020-15671-5	10.1038/s41467-020-15671-5
26746583	High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.	High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.	10.1177/1087057115623451	10.1177/1087057115623451
29219069	A boosting approach for prediction of protein-RNA binding residues.	A boosting approach for prediction of protein-RNA binding residues.	10.1186/s12859-017-1879-2	10.1186/s12859-017-1879-2
25404408	What do all the (human) micro-RNAs do?	What do all the (human) micro-RNAs do?	10.1186/1471-2164-15-976	10.1186/1471-2164-15-976
33465072	Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.	Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.	10.1371/journal.pcbi.1007814	10.1371/journal.pcbi.1007814
33953203	Regression plane concept for analysing continuous cellular processes with machine learning.	Regression plane concept for analysing continuous cellular processes with machine learning.	10.1038/s41467-021-22866-x	10.1038/s41467-021-22866-x
33354569	PmDNE: Prediction of miRNA-Disease Association Based on Network Embedding and Network Similarity Analysis.	PmDNE: Prediction of miRNA-Disease Association Based on Network Embedding and Network Similarity Analysis.	10.1155/2020/6248686	10.1155/2020/6248686
